,device_id,date,part_of_the_day,dis_trace
0,02fe3e24-cd0b-43dd-aad3-97c36405bdd2,2021-05-18,PART_3,2
1,04833a47-4da4-493c-af58-403d88c27e63,2021-04-02,PART_1,1
2,04833a47-4da4-493c-af58-403d88c27e63,2021-04-03,PART_3,2
3,04833a47-4da4-493c-af58-403d88c27e63,2021-04-04,PART_2,4
4,08541345-26e2-43c7-9391-a48ce61005d1,2021-03-31,PART_3,1
5,08541345-26e2-43c7-9391-a48ce61005d1,2021-04-05,PART_2,1
6,08541345-26e2-43c7-9391-a48ce61005d1,2021-04-05,PART_3,4
7,08541345-26e2-43c7-9391-a48ce61005d1,2021-04-06,PART_2,1
8,08541345-26e2-43c7-9391-a48ce61005d1,2021-04-06,PART_3,1
9,08541345-26e2-43c7-9391-a48ce61005d1,2021-04-07,PART_3,1
10,08541345-26e2-43c7-9391-a48ce61005d1,2021-04-08,PART_2,1
11,08541345-26e2-43c7-9391-a48ce61005d1,2021-04-08,PART_3,1
12,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-12,PART_1,1
13,09d4e452-e73a-4db4-849c-8ce40dd5a30b,2021-04-12,PART_2,1
14,0bebba8c-9207-458f-a93d-5b6f4ec9357b,2021-04-06,PART_2,2
15,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-03,PART_2,1
16,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-04,PART_1,1
17,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-04,PART_2,3
18,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-05,PART_2,3
19,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-05,PART_3,2
20,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-05,PART_4,1
21,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-06,PART_2,1
22,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-06,PART_4,1
23,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-07,PART_2,4
24,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,PART_2,1
25,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-08,PART_3,1
26,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-09,PART_2,3
27,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-11,PART_2,4
28,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-11,PART_3,1
29,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-12,PART_1,2
30,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-12,PART_2,3
31,0e9b121b-0ce8-4bef-afe9-e6c4730dd9b8,2021-04-12,PART_3,2
32,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-02,PART_2,1
33,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-02,PART_3,1
34,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-04,PART_1,1
35,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-04,PART_2,1
36,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-04,PART_3,3
37,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,PART_1,1
38,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,PART_2,3
39,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,PART_3,2
40,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-05,PART_4,1
41,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,PART_1,2
42,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,PART_2,3
43,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-06,PART_3,1
44,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-07,PART_1,2
45,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-07,PART_2,1
46,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-08,PART_1,1
47,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-08,PART_3,1
48,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-09,PART_2,1
49,12f13c91-3e5c-4477-a781-88bab73726bc,2021-04-10,PART_3,1
50,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-01,PART_3,1
51,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-02,PART_2,1
52,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-03,PART_2,1
53,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-04,PART_1,1
54,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-04,PART_2,1
55,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-04,PART_3,1
56,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-05,PART_1,1
57,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-05,PART_2,2
58,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-05,PART_3,1
59,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,PART_1,1
60,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,PART_2,1
61,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-06,PART_3,1
62,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-07,PART_1,1
63,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-07,PART_2,1
64,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-08,PART_2,1
65,145427c3-4dc0-40f0-80e9-ff921bf14b72,2021-04-08,PART_3,1
66,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-30,PART_2,3
67,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-30,PART_3,1
68,171408ba-1802-416a-b00d-335bbe2eee6e,2021-03-31,PART_1,3
69,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-01,PART_2,1
70,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-01,PART_3,1
71,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-02,PART_2,2
72,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-04,PART_1,1
73,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-04,PART_2,3
74,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-04,PART_3,1
75,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-05,PART_1,1
76,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-05,PART_2,1
77,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-05,PART_3,1
78,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-05,PART_4,1
79,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-06,PART_1,4
80,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-06,PART_2,4
81,171408ba-1802-416a-b00d-335bbe2eee6e,2021-04-07,PART_1,1
82,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-03,PART_1,1
83,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-04,PART_2,1
84,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-05,PART_1,3
85,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-05,PART_2,1
86,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-05,PART_3,2
87,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-05,PART_4,1
88,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-06,PART_2,1
89,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-06,PART_4,1
90,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-07,PART_1,1
91,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-07,PART_2,3
92,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-07,PART_4,1
93,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-08,PART_2,2
94,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-08,PART_3,2
95,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-08,PART_4,1
96,186ac443-305a-4beb-b7ee-7558d7be13d7,2021-04-09,PART_2,2
97,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-04,PART_2,2
98,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-04,PART_3,1
99,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-05,PART_3,3
100,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-06,PART_3,2
101,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-07,PART_3,1
102,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-08,PART_3,1
103,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-09,PART_4,1
104,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-10,PART_1,1
105,18aaeaaa-58e3-47d5-ab81-fef2063d340e,2021-01-10,PART_2,2
106,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-30,PART_3,2
107,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-31,PART_2,1
108,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-03-31,PART_3,1
109,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-01,PART_2,2
110,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-04,PART_2,2
111,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-05,PART_2,2
112,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-05,PART_3,1
113,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-06,PART_2,1
114,1e64a9ac-ccc2-4bf7-9092-87a26382b192,2021-04-06,PART_3,1
115,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-05,PART_3,1
116,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-06,PART_1,1
117,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-06,PART_2,2
118,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-07,PART_1,1
119,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-07,PART_2,2
120,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-08,PART_1,1
121,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-08,PART_2,1
122,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-09,PART_1,1
123,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-11,PART_1,2
124,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-11,PART_2,4
125,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-11,PART_3,1
126,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-12,PART_2,2
127,216f9f63-1699-4b3e-85fa-0013505dc5fd,2021-04-12,PART_3,1
128,26ee3598-68fc-471d-a913-70f6bd3bc2e3,2021-05-20,PART_2,3
129,26ee3598-68fc-471d-a913-70f6bd3bc2e3,2021-05-20,PART_3,3
130,26ee3598-68fc-471d-a913-70f6bd3bc2e3,2021-05-21,PART_2,2
131,26ee3598-68fc-471d-a913-70f6bd3bc2e3,2021-05-23,PART_2,2
132,26ee3598-68fc-471d-a913-70f6bd3bc2e3,2021-05-23,PART_3,2
133,26ee3598-68fc-471d-a913-70f6bd3bc2e3,2021-05-24,PART_2,2
134,26ee3598-68fc-471d-a913-70f6bd3bc2e3,2021-05-24,PART_3,3
135,26ee3598-68fc-471d-a913-70f6bd3bc2e3,2021-05-24,PART_4,1
136,26ee3598-68fc-471d-a913-70f6bd3bc2e3,2021-05-25,PART_1,1
137,26ee3598-68fc-471d-a913-70f6bd3bc2e3,2021-05-25,PART_4,2
138,26ee3598-68fc-471d-a913-70f6bd3bc2e3,2021-05-26,PART_2,5
139,26ee3598-68fc-471d-a913-70f6bd3bc2e3,2021-05-26,PART_4,1
140,26ee3598-68fc-471d-a913-70f6bd3bc2e3,2021-05-27,PART_2,2
141,26ee3598-68fc-471d-a913-70f6bd3bc2e3,2021-05-27,PART_3,1
142,26ee3598-68fc-471d-a913-70f6bd3bc2e3,2021-05-28,PART_3,1
143,26ee3598-68fc-471d-a913-70f6bd3bc2e3,2021-05-30,PART_1,2
144,26ee3598-68fc-471d-a913-70f6bd3bc2e3,2021-05-30,PART_2,1
145,2ab92b8c-131e-4ee3-b445-9d0ed9bbab79,2021-05-20,PART_3,2
146,2ab92b8c-131e-4ee3-b445-9d0ed9bbab79,2021-05-21,PART_1,1
147,2ab92b8c-131e-4ee3-b445-9d0ed9bbab79,2021-05-21,PART_2,1
148,2ab92b8c-131e-4ee3-b445-9d0ed9bbab79,2021-05-28,PART_1,1
149,2ab92b8c-131e-4ee3-b445-9d0ed9bbab79,2021-05-29,PART_4,1
150,2ab92b8c-131e-4ee3-b445-9d0ed9bbab79,2021-06-03,PART_2,3
151,34e8eaf4-2574-4047-b3dc-cb25aeb475df,2021-05-18,PART_2,4
152,34e8eaf4-2574-4047-b3dc-cb25aeb475df,2021-05-18,PART_3,1
153,34e8eaf4-2574-4047-b3dc-cb25aeb475df,2021-05-19,PART_1,1
154,34e8eaf4-2574-4047-b3dc-cb25aeb475df,2021-05-19,PART_2,2
155,34e8eaf4-2574-4047-b3dc-cb25aeb475df,2021-05-19,PART_3,1
156,34e8eaf4-2574-4047-b3dc-cb25aeb475df,2021-05-20,PART_2,2
157,34e8eaf4-2574-4047-b3dc-cb25aeb475df,2021-05-23,PART_2,2
158,34e8eaf4-2574-4047-b3dc-cb25aeb475df,2021-05-23,PART_3,2
159,34e8eaf4-2574-4047-b3dc-cb25aeb475df,2021-05-24,PART_1,1
160,34e8eaf4-2574-4047-b3dc-cb25aeb475df,2021-05-24,PART_2,3
161,34e8eaf4-2574-4047-b3dc-cb25aeb475df,2021-05-25,PART_2,3
162,34e8eaf4-2574-4047-b3dc-cb25aeb475df,2021-05-25,PART_3,2
163,396fc6c7-66b3-48e0-939b-157f1d2da6bb,2021-04-02,PART_2,1
164,396fc6c7-66b3-48e0-939b-157f1d2da6bb,2021-04-06,PART_2,1
165,396fc6c7-66b3-48e0-939b-157f1d2da6bb,2021-04-08,PART_3,1
166,396fc6c7-66b3-48e0-939b-157f1d2da6bb,2021-04-09,PART_3,1
167,399f9351-8cda-413e-94e2-baa009ed2719,2021-04-02,PART_2,1
168,399f9351-8cda-413e-94e2-baa009ed2719,2021-04-04,PART_2,1
169,399f9351-8cda-413e-94e2-baa009ed2719,2021-04-05,PART_2,2
170,399f9351-8cda-413e-94e2-baa009ed2719,2021-04-05,PART_3,3
171,399f9351-8cda-413e-94e2-baa009ed2719,2021-04-06,PART_1,1
172,399f9351-8cda-413e-94e2-baa009ed2719,2021-04-08,PART_4,1
173,399f9351-8cda-413e-94e2-baa009ed2719,2021-04-09,PART_2,1
174,3a14b159-bea9-4f66-bc30-abe0eb52e7bd,2021-04-17,PART_3,1
175,3a14b159-bea9-4f66-bc30-abe0eb52e7bd,2021-04-18,PART_2,2
176,3a14b159-bea9-4f66-bc30-abe0eb52e7bd,2021-04-18,PART_3,1
177,3a14b159-bea9-4f66-bc30-abe0eb52e7bd,2021-04-19,PART_2,2
178,3a14b159-bea9-4f66-bc30-abe0eb52e7bd,2021-04-19,PART_3,1
179,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-03-31,PART_1,1
180,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-03-31,PART_2,2
181,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-03-31,PART_3,1
182,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-01,PART_1,1
183,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-01,PART_4,1
184,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-02,PART_2,2
185,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-03,PART_3,1
186,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-04,PART_2,3
187,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-04,PART_3,1
188,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-06,PART_1,1
189,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-06,PART_2,3
190,3ceb4a39-36f6-4618-a52e-9344a12ac9ed,2021-04-07,PART_1,1
191,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-09,PART_3,1
192,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_2,3
193,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-10,PART_3,1
194,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-11,PART_3,1
195,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-12,PART_2,1
196,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-12,PART_3,2
197,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-12,PART_4,1
198,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-13,PART_2,3
199,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-13,PART_3,3
200,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-14,PART_3,2
201,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-14,PART_4,1
202,3d0debe8-6d3a-4ae0-8c4a-8bef33bffd56,2020-12-15,PART_2,1
203,4151ba55-bd5d-4914-a2e8-c2c51efbd7cd,2021-05-19,PART_1,1
204,4151ba55-bd5d-4914-a2e8-c2c51efbd7cd,2021-05-19,PART_2,1
205,4151ba55-bd5d-4914-a2e8-c2c51efbd7cd,2021-05-19,PART_3,1
206,4151ba55-bd5d-4914-a2e8-c2c51efbd7cd,2021-05-19,PART_4,1
207,4151ba55-bd5d-4914-a2e8-c2c51efbd7cd,2021-05-20,PART_2,2
208,4151ba55-bd5d-4914-a2e8-c2c51efbd7cd,2021-05-21,PART_1,1
209,4151ba55-bd5d-4914-a2e8-c2c51efbd7cd,2021-05-21,PART_3,1
210,4151ba55-bd5d-4914-a2e8-c2c51efbd7cd,2021-05-23,PART_2,3
211,4151ba55-bd5d-4914-a2e8-c2c51efbd7cd,2021-05-23,PART_3,1
212,4151ba55-bd5d-4914-a2e8-c2c51efbd7cd,2021-05-24,PART_1,1
213,4151ba55-bd5d-4914-a2e8-c2c51efbd7cd,2021-05-24,PART_3,1
214,4151ba55-bd5d-4914-a2e8-c2c51efbd7cd,2021-05-25,PART_3,1
215,4151ba55-bd5d-4914-a2e8-c2c51efbd7cd,2021-05-26,PART_1,1
216,4151ba55-bd5d-4914-a2e8-c2c51efbd7cd,2021-05-26,PART_2,3
217,43ac9987-5fb6-4c1f-a700-99b873cfc214,2021-04-11,PART_3,1
218,43ac9987-5fb6-4c1f-a700-99b873cfc214,2021-04-12,PART_2,3
219,43ac9987-5fb6-4c1f-a700-99b873cfc214,2021-04-12,PART_3,1
220,43ac9987-5fb6-4c1f-a700-99b873cfc214,2021-04-13,PART_3,1
221,43ac9987-5fb6-4c1f-a700-99b873cfc214,2021-04-14,PART_1,1
222,43ac9987-5fb6-4c1f-a700-99b873cfc214,2021-04-16,PART_1,1
223,43ac9987-5fb6-4c1f-a700-99b873cfc214,2021-04-18,PART_1,2
224,43ac9987-5fb6-4c1f-a700-99b873cfc214,2021-04-18,PART_3,1
225,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-03-31,PART_3,1
226,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-01,PART_2,3
227,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-01,PART_3,1
228,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-03,PART_3,1
229,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-04,PART_1,7
230,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-04,PART_2,5
231,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-04,PART_3,2
232,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-05,PART_2,1
233,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-05,PART_3,1
234,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-06,PART_1,1
235,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-06,PART_2,3
236,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-06,PART_3,5
237,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-07,PART_1,3
238,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-07,PART_2,2
239,459a5898-acb9-4735-b5a6-3b532d4b63a3,2021-04-07,PART_3,1
240,475d0148-1ae7-4407-936d-df9b3f3d1b32,2021-04-19,PART_2,1
241,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,PART_2,3
242,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-09,PART_3,3
243,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-10,PART_1,2
244,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-10,PART_2,1
245,47bdefcf-896e-4e7b-b61b-caf6b1d92d56,2021-02-10,PART_3,1
